"GO.ID" "Term" "Annotated" "Significant" "Expected" "Rank in Fisher.classic" "Fisher.elim" "Fisher.classic"
"99" "GO:0016741" "transferase activity, transferring one-c..." 46 11 8.56 99 "0.2237" "0.2237"
"100" "GO:0019955" "cytokine binding" 9 3 1.67 100 "0.2254" "0.2254"
"101" "GO:0004896" "cytokine receptor activity" 9 3 1.67 101 "0.2254" "0.2254"
"102" "GO:0008375" "acetylglucosaminyltransferase activity" 9 3 1.67 102 "0.2254" "0.2254"
"103" "GO:0016651" "oxidoreductase activity, acting on NAD(P..." 18 5 3.35 103 "0.2321" "0.2321"
"104" "GO:0016616" "oxidoreductase activity, acting on the C..." 18 5 3.35 104 "0.2321" "0.2321"
"105" "GO:0008140" "cAMP response element binding protein bi..." 5 2 0.93 105 "0.2344" "0.2344"
"106" "GO:0043325" "phosphatidylinositol-3,4-bisphosphate bi..." 5 2 0.93 106 "0.2344" "0.2344"
"107" "GO:0008307" "structural constituent of muscle" 5 2 0.93 107 "0.2344" "0.2344"
"108" "GO:0019789" "SUMO transferase activity" 5 2 0.93 108 "0.2344" "0.2344"
"109" "GO:0004559" "alpha-mannosidase activity" 5 2 0.93 109 "0.2344" "0.2344"
"110" "GO:0004714" "transmembrane receptor protein tyrosine ..." 5 2 0.93 110 "0.2344" "0.2344"
"111" "GO:0005070" "SH3/SH2 adaptor activity" 5 2 0.93 111 "0.2344" "0.2344"
"112" "GO:0045499" "chemorepellent activity" 5 2 0.93 112 "0.2344" "0.2344"
"113" "GO:0016248" "channel inhibitor activity" 5 2 0.93 113 "0.2344" "0.2344"
"114" "GO:0016408" "C-acyltransferase activity" 5 2 0.93 114 "0.2344" "0.2344"
"115" "GO:0070628" "proteasome binding" 5 2 0.93 115 "0.2344" "0.2344"
"116" "GO:0015144" "carbohydrate transmembrane transporter a..." 5 2 0.93 116 "0.2344" "0.2344"
"117" "GO:0008200" "ion channel inhibitor activity" 5 2 0.93 117 "0.2344" "0.2344"
"118" "GO:0038191" "neuropilin binding" 5 2 0.93 118 "0.2344" "0.2344"
"119" "GO:0015923" "mannosidase activity" 5 2 0.93 119 "0.2344" "0.2344"
"120" "GO:0005164" "tumor necrosis factor receptor binding" 5 2 0.93 120 "0.2344" "0.2344"
"121" "GO:0022884" "macromolecule transmembrane transporter ..." 5 2 0.93 121 "0.2344" "0.2344"
"122" "GO:0008234" "cysteine-type peptidase activity" 42 10 7.81 122 "0.2432" "0.2432"
"123" "GO:0140096" "catalytic activity, acting on a protein" 391 78 72.75 123 "0.2490" "0.2490"
"124" "GO:0005262" "calcium channel activity" 14 4 2.6 124 "0.2545" "0.2545"
"125" "GO:0051539" "4 iron, 4 sulfur cluster binding" 14 4 2.6 125 "0.2545" "0.2545"
"126" "GO:0019894" "kinesin binding" 14 4 2.6 126 "0.2545" "0.2545"
"127" "GO:0016614" "oxidoreductase activity, acting on CH-OH..." 19 5 3.54 127 "0.2704" "0.2704"
"128" "GO:0005543" "phospholipid binding" 58 13 10.79 128 "0.2725" "0.2725"
"129" "GO:0019904" "protein domain specific binding" 119 25 22.14 129 "0.2794" "0.2794"
"130" "GO:0043175" "RNA polymerase core enzyme binding" 10 3 1.86 130 "0.2804" "0.2804"
"131" "GO:0005518" "collagen binding" 10 3 1.86 131 "0.2804" "0.2804"
"132" "GO:0097472" "cyclin-dependent protein kinase activity" 10 3 1.86 132 "0.2804" "0.2804"
"133" "GO:0043531" "ADP binding" 10 3 1.86 133 "0.2804" "0.2804"
"134" "GO:0008266" "poly(U) RNA binding" 10 3 1.86 134 "0.2804" "0.2804"
"135" "GO:0030165" "PDZ domain binding" 10 3 1.86 135 "0.2804" "0.2804"
"136" "GO:0000175" "3'-5'-exoribonuclease activity" 10 3 1.86 136 "0.2804" "0.2804"
"137" "GO:0046966" "thyroid hormone receptor binding" 10 3 1.86 137 "0.2804" "0.2804"
"138" "GO:0016836" "hydro-lyase activity" 10 3 1.86 138 "0.2804" "0.2804"
"139" "GO:0048029" "monosaccharide binding" 10 3 1.86 139 "0.2804" "0.2804"
"140" "GO:0004693" "cyclin-dependent protein serine/threonin..." 10 3 1.86 140 "0.2804" "0.2804"
"141" "GO:0042162" "telomeric DNA binding" 10 3 1.86 141 "0.2804" "0.2804"
"142" "GO:0005200" "structural constituent of cytoskeleton" 10 3 1.86 142 "0.2804" "0.2804"
"143" "GO:0016765" "transferase activity, transferring alkyl..." 10 3 1.86 143 "0.2804" "0.2804"
"144" "GO:0019900" "kinase binding" 150 31 27.91 144 "0.2829" "0.2829"
"145" "GO:0140110" "transcription regulator activity" 296 59 55.08 145 "0.2898" "0.2898"
"146" "GO:0046873" "metal ion transmembrane transporter acti..." 39 9 7.26 146 "0.2925" "0.2925"
"147" "GO:0022890" "inorganic cation transmembrane transport..." 59 13 10.98 147 "0.2947" "0.2947"
"148" "GO:0042054" "histone methyltransferase activity" 15 4 2.79 148 "0.2999" "0.2999"
"149" "GO:0016705" "oxidoreductase activity, acting on paire..." 15 4 2.79 149 "0.2999" "0.2999"
"150" "GO:0051540" "metal cluster binding" 15 4 2.79 150 "0.2999" "0.2999"
"151" "GO:0051536" "iron-sulfur cluster binding" 15 4 2.79 151 "0.2999" "0.2999"
"152" "GO:0008408" "3'-5' exonuclease activity" 15 4 2.79 152 "0.2999" "0.2999"
"153" "GO:0019210" "kinase inhibitor activity" 15 4 2.79 153 "0.2999" "0.2999"
"154" "GO:0000980" "RNA polymerase II distal enhancer sequen..." 20 5 3.72 154 "0.3099" "0.3099"
"155" "GO:0019838" "growth factor binding" 20 5 3.72 155 "0.3099" "0.3099"
"156" "GO:0099094" "ligand-gated cation channel activity" 6 2 1.12 156 "0.3104" "0.3104"
"157" "GO:0015035" "protein disulfide oxidoreductase activit..." 6 2 1.12 157 "0.3104" "0.3104"
"158" "GO:0003707" "steroid hormone receptor activity" 6 2 1.12 158 "0.3104" "0.3104"
"159" "GO:0032813" "tumor necrosis factor receptor superfami..." 6 2 1.12 159 "0.3104" "0.3104"
"160" "GO:0035497" "cAMP response element binding" 6 2 1.12 160 "0.3104" "0.3104"
"161" "GO:0003688" "DNA replication origin binding" 6 2 1.12 161 "0.3104" "0.3104"
"162" "GO:0016831" "carboxy-lyase activity" 6 2 1.12 162 "0.3104" "0.3104"
"163" "GO:0051010" "microtubule plus-end binding" 6 2 1.12 163 "0.3104" "0.3104"
"164" "GO:0015459" "potassium channel regulator activity" 6 2 1.12 164 "0.3104" "0.3104"
"165" "GO:0050699" "WW domain binding" 6 2 1.12 165 "0.3104" "0.3104"
"166" "GO:0052689" "carboxylic ester hydrolase activity" 25 6 4.65 166 "0.3154" "0.3154"
"167" "GO:0005261" "cation channel activity" 25 6 4.65 167 "0.3154" "0.3154"
"168" "GO:0015631" "tubulin binding" 65 14 12.09 168 "0.3159" "0.3159"
"169" "GO:0000976" "transcription regulatory region sequence..." 106 22 19.72 169 "0.3183" "0.3183"
"170" "GO:0000977" "RNA polymerase II regulatory region sequ..." 101 21 18.79 170 "0.3208" "0.3208"
"171" "GO:0000987" "proximal promoter sequence-specific DNA ..." 71 15 13.21 171 "0.3357" "0.3357"
"172" "GO:0005544" "calcium-dependent phospholipid binding" 11 3 2.05 172 "0.3363" "0.3363"
"173" "GO:0005506" "iron ion binding" 11 3 2.05 173 "0.3363" "0.3363"
"174" "GO:0008013" "beta-catenin binding" 11 3 2.05 174 "0.3363" "0.3363"
"175" "GO:0008201" "heparin binding" 11 3 2.05 175 "0.3363" "0.3363"
"176" "GO:0015485" "cholesterol binding" 11 3 2.05 176 "0.3363" "0.3363"
"177" "GO:0008324" "cation transmembrane transporter activit..." 66 14 12.28 177 "0.3381" "0.3381"
"178" "GO:0001228" "DNA-binding transcription activator acti..." 51 11 9.49 178 "0.3451" "0.3451"
"179" "GO:0016298" "lipase activity" 16 4 2.98 179 "0.3461" "0.3461"
"180" "GO:0016667" "oxidoreductase activity, acting on a sul..." 16 4 2.98 180 "0.3461" "0.3461"
"181" "GO:0000149" "SNARE binding" 16 4 2.98 181 "0.3461" "0.3461"
"182" "GO:0008135" "translation factor activity, RNA binding" 21 5 3.91 182 "0.3501" "0.3501"
"183" "GO:0015291" "secondary active transmembrane transport..." 21 5 3.91 183 "0.3501" "0.3501"
"184" "GO:0060090" "molecular adaptor activity" 36 8 6.7 184 "0.3505" "0.3505"
"185" "GO:0001077" "proximal promoter DNA-binding transcript..." 31 7 5.77 185 "0.3514" "0.3514"
"186" "GO:0008757" "S-adenosylmethionine-dependent methyltra..." 31 7 5.77 186 "0.3514" "0.3514"
"187" "GO:1990837" "sequence-specific double-stranded DNA bi..." 119 24 22.14 187 "0.3639" "0.3639"
"188" "GO:0019787" "ubiquitin-like protein transferase activ..." 83 17 15.44 188 "0.3713" "0.3713"
"189" "GO:0001012" "RNA polymerase II regulatory region DNA ..." 104 21 19.35 189 "0.3752" "0.3752"
"190" "GO:0001067" "regulatory region nucleic acid binding" 125 25 23.26 190 "0.3771" "0.3771"
"191" "GO:0044212" "transcription regulatory region DNA bind..." 125 25 23.26 191 "0.3771" "0.3771"
"192" "GO:0008137" "NADH dehydrogenase (ubiquinone) activity" 7 2 1.3 192 "0.3847" "0.3847"
"193" "GO:0016706" "oxidoreductase activity, acting on paire..." 7 2 1.3 193 "0.3847" "0.3847"
"194" "GO:0035035" "histone acetyltransferase binding" 7 2 1.3 194 "0.3847" "0.3847"
"195" "GO:0017056" "structural constituent of nuclear pore" 7 2 1.3 195 "0.3847" "0.3847"
"196" "GO:0030515" "snoRNA binding" 7 2 1.3 196 "0.3847" "0.3847"
"197" "GO:0050136" "NADH dehydrogenase (quinone) activity" 7 2 1.3 197 "0.3847" "0.3847"
"198" "GO:0008376" "acetylgalactosaminyltransferase activity" 7 2 1.3 198 "0.3847" "0.3847"
"199" "GO:0003954" "NADH dehydrogenase activity" 7 2 1.3 199 "0.3847" "0.3847"
"200" "GO:0008233" "peptidase activity" 89 18 16.56 200 "0.3875" "0.3875"
