"GO.ID" "Term" "Annotated" "Significant" "Expected" "Rank in Fisher.classic" "Fisher.elim" "Fisher.classic"
"148" "GO:0006306" "DNA methylation" 17 6 3.48 148 "0.1149" "0.1149"
"149" "GO:0050817" "coagulation" 41 12 8.4 149 "0.1152" "0.1152"
"150" "GO:1902749" "regulation of cell cycle G2/M phase tran..." 41 12 8.4 150 "0.1152" "0.1152"
"151" "GO:0072395" "signal transduction involved in cell cyc..." 21 7 4.3 151 "0.1188" "0.1188"
"152" "GO:0030323" "respiratory tube development" 21 7 4.3 152 "0.1188" "0.1188"
"153" "GO:0006664" "glycolipid metabolic process" 21 7 4.3 153 "0.1188" "0.1188"
"154" "GO:0072422" "signal transduction involved in DNA dama..." 21 7 4.3 154 "0.1188" "0.1188"
"155" "GO:0072401" "signal transduction involved in DNA inte..." 21 7 4.3 155 "0.1188" "0.1188"
"156" "GO:1903509" "liposaccharide metabolic process" 21 7 4.3 156 "0.1188" "0.1188"
"157" "GO:0051147" "regulation of muscle cell differentiatio..." 21 7 4.3 157 "0.1188" "0.1188"
"158" "GO:0016052" "carbohydrate catabolic process" 25 8 5.12 158 "0.1202" "0.1202"
"159" "GO:0010948" "negative regulation of cell cycle proces..." 67 18 13.72 159 "0.1243" "0.1243"
"160" "GO:0050657" "nucleic acid transport" 50 14 10.24 160 "0.1256" "0.1256"
"161" "GO:0050658" "RNA transport" 50 14 10.24 161 "0.1256" "0.1256"
"162" "GO:0072659" "protein localization to plasma membrane" 50 14 10.24 162 "0.1256" "0.1256"
"163" "GO:0051236" "establishment of RNA localization" 50 14 10.24 163 "0.1256" "0.1256"
"164" "GO:0045787" "positive regulation of cell cycle" 76 20 15.56 164 "0.1288" "0.1288"
"165" "GO:0008089" "anterograde axonal transport" 10 4 2.05 165 "0.1290" "0.1290"
"166" "GO:0034381" "plasma lipoprotein particle clearance" 10 4 2.05 166 "0.1290" "0.1290"
"167" "GO:0016239" "positive regulation of macroautophagy" 10 4 2.05 167 "0.1290" "0.1290"
"168" "GO:1901988" "negative regulation of cell cycle phase ..." 46 13 9.42 168 "0.1293" "0.1293"
"169" "GO:1990778" "protein localization to cell periphery" 55 15 11.26 169 "0.1377" "0.1377"
"170" "GO:0022604" "regulation of cell morphogenesis" 68 18 13.93 170 "0.1385" "0.1385"
"171" "GO:0042737" "drug catabolic process" 14 5 2.87 171 "0.1397" "0.1397"
"172" "GO:0030316" "osteoclast differentiation" 14 5 2.87 172 "0.1397" "0.1397"
"173" "GO:0048207" "vesicle targeting, rough ER to cis-Golgi" 14 5 2.87 173 "0.1397" "0.1397"
"174" "GO:0048208" "COPII vesicle coating" 14 5 2.87 174 "0.1397" "0.1397"
"175" "GO:0019674" "NAD metabolic process" 14 5 2.87 175 "0.1397" "0.1397"
"176" "GO:0009066" "aspartate family amino acid metabolic pr..." 14 5 2.87 176 "0.1397" "0.1397"
"177" "GO:0042770" "signal transduction in response to DNA d..." 30 9 6.14 177 "0.1422" "0.1422"
"178" "GO:0007224" "smoothened signaling pathway" 18 6 3.69 178 "0.1441" "0.1441"
"179" "GO:0006890" "retrograde vesicle-mediated transport, G..." 26 8 5.32 179 "0.1442" "0.1442"
"180" "GO:0120032" "regulation of plasma membrane bounded ce..." 26 8 5.32 180 "0.1442" "0.1442"
"181" "GO:0006813" "potassium ion transport" 22 7 4.51 181 "0.1451" "0.1451"
"182" "GO:0048489" "synaptic vesicle transport" 22 7 4.51 182 "0.1451" "0.1451"
"183" "GO:0002478" "antigen processing and presentation of e..." 22 7 4.51 183 "0.1451" "0.1451"
"184" "GO:0036503" "ERAD pathway" 22 7 4.51 184 "0.1451" "0.1451"
"185" "GO:0097480" "establishment of synaptic vesicle locali..." 22 7 4.51 185 "0.1451" "0.1451"
"186" "GO:0048024" "regulation of mRNA splicing, via spliceo..." 22 7 4.51 186 "0.1451" "0.1451"
"187" "GO:0048609" "multicellular organismal reproductive pr..." 104 26 21.3 187 "0.1482" "0.1482"
"188" "GO:0032504" "multicellular organism reproduction" 104 26 21.3 188 "0.1482" "0.1482"
"189" "GO:0006397" "mRNA processing" 113 28 23.14 189 "0.5465" "0.1488"
"190" "GO:0007283" "spermatogenesis" 60 16 12.29 190 "0.1490" "0.1490"
"191" "GO:0048232" "male gamete generation" 60 16 12.29 191 "0.1490" "0.1490"
"192" "GO:0002367" "cytokine production involved in immune r..." 7 3 1.43 192 "0.1561" "0.1561"
"193" "GO:0071277" "cellular response to calcium ion" 7 3 1.43 193 "0.1561" "0.1561"
"194" "GO:0002456" "T cell mediated immunity" 7 3 1.43 194 "0.1561" "0.1561"
"195" "GO:0043407" "negative regulation of MAP kinase activi..." 7 3 1.43 195 "0.1561" "0.1561"
"196" "GO:0030101" "natural killer cell activation" 7 3 1.43 196 "0.1561" "0.1561"
"197" "GO:0010828" "positive regulation of glucose transmemb..." 7 3 1.43 197 "0.1561" "0.1561"
"198" "GO:0001974" "blood vessel remodeling" 7 3 1.43 198 "0.1561" "0.1561"
"199" "GO:0001919" "regulation of receptor recycling" 7 3 1.43 199 "0.1561" "0.1561"
"200" "GO:0043631" "RNA polyadenylation" 7 3 1.43 200 "0.1561" "0.1561"
