"GO.ID" "Term" "Annotated" "Significant" "Expected" "Rank in Fisher.classic" "Fisher.elim" "Fisher.classic"
"125" "GO:0035613" "RNA stem-loop binding" 5 2 1.02 125 "0.2723" "0.2723"
"126" "GO:0008200" "ion channel inhibitor activity" 5 2 1.02 126 "0.2723" "0.2723"
"127" "GO:0015929" "hexosaminidase activity" 5 2 1.02 127 "0.2723" "0.2723"
"128" "GO:0015108" "chloride transmembrane transporter activ..." 5 2 1.02 128 "0.2723" "0.2723"
"129" "GO:0008376" "acetylgalactosaminyltransferase activity" 5 2 1.02 129 "0.2723" "0.2723"
"130" "GO:1990782" "protein tyrosine kinase binding" 9 3 1.84 130 "0.2741" "0.2741"
"131" "GO:0005544" "calcium-dependent phospholipid binding" 9 3 1.84 131 "0.2741" "0.2741"
"132" "GO:0016278" "lysine N-methyltransferase activity" 9 3 1.84 132 "0.2741" "0.2741"
"133" "GO:0016279" "protein-lysine N-methyltransferase activ..." 9 3 1.84 133 "0.2741" "0.2741"
"134" "GO:0042162" "telomeric DNA binding" 9 3 1.84 134 "0.2741" "0.2741"
"135" "GO:0042974" "retinoic acid receptor binding" 9 3 1.84 135 "0.2741" "0.2741"
"136" "GO:0018024" "histone-lysine N-methyltransferase activ..." 9 3 1.84 136 "0.2741" "0.2741"
"137" "GO:0004672" "protein kinase activity" 108 25 22.11 137 "0.2746" "0.2746"
"138" "GO:0016829" "lyase activity" 35 9 7.16 138 "0.2773" "0.2773"
"139" "GO:0005543" "phospholipid binding" 53 13 10.85 139 "0.2775" "0.2775"
"140" "GO:0003779" "actin binding" 67 16 13.71 140 "0.2849" "0.2849"
"141" "GO:0019787" "ubiquitin-like protein transferase activ..." 72 17 14.74 141 "0.2937" "0.2937"
"142" "GO:0016614" "oxidoreductase activity, acting on CH-OH..." 18 5 3.68 142 "0.3010" "0.3010"
"143" "GO:0016616" "oxidoreductase activity, acting on the C..." 18 5 3.68 143 "0.3010" "0.3010"
"144" "GO:0019838" "growth factor binding" 18 5 3.68 144 "0.3010" "0.3010"
"145" "GO:0003743" "translation initiation factor activity" 14 4 2.87 145 "0.3178" "0.3178"
"146" "GO:0016667" "oxidoreductase activity, acting on a sul..." 14 4 2.87 146 "0.3178" "0.3178"
"147" "GO:0003725" "double-stranded RNA binding" 14 4 2.87 147 "0.3178" "0.3178"
"148" "GO:0051015" "actin filament binding" 32 8 6.55 148 "0.3252" "0.3252"
"149" "GO:0003714" "transcription corepressor activity" 46 11 9.42 149 "0.3339" "0.3339"
"150" "GO:0072341" "modified amino acid binding" 10 3 2.05 150 "0.3363" "0.3363"
"151" "GO:0002039" "p53 binding" 10 3 2.05 151 "0.3363" "0.3363"
"152" "GO:0016836" "hydro-lyase activity" 10 3 2.05 152 "0.3363" "0.3363"
"153" "GO:0043621" "protein self-association" 10 3 2.05 153 "0.3363" "0.3363"
"154" "GO:0016597" "amino acid binding" 10 3 2.05 154 "0.3363" "0.3363"
"155" "GO:0008375" "acetylglucosaminyltransferase activity" 10 3 2.05 155 "0.3363" "0.3363"
"156" "GO:0099094" "ligand-gated cation channel activity" 6 2 1.23 156 "0.3562" "0.3562"
"157" "GO:0031593" "polyubiquitin modification-dependent pro..." 6 2 1.23 157 "0.3562" "0.3562"
"158" "GO:0005507" "copper ion binding" 6 2 1.23 158 "0.3562" "0.3562"
"159" "GO:0035259" "glucocorticoid receptor binding" 6 2 1.23 159 "0.3562" "0.3562"
"160" "GO:0034061" "DNA polymerase activity" 6 2 1.23 160 "0.3562" "0.3562"
"161" "GO:0008238" "exopeptidase activity" 6 2 1.23 161 "0.3562" "0.3562"
"162" "GO:0015144" "carbohydrate transmembrane transporter a..." 6 2 1.23 162 "0.3562" "0.3562"
"163" "GO:0030515" "snoRNA binding" 6 2 1.23 163 "0.3562" "0.3562"
"164" "GO:0016780" "phosphotransferase activity, for other s..." 6 2 1.23 164 "0.3562" "0.3562"
"165" "GO:0003727" "single-stranded RNA binding" 24 6 4.91 165 "0.3658" "0.3658"
"166" "GO:0022836" "gated channel activity" 15 4 3.07 166 "0.3694" "0.3694"
"167" "GO:0016298" "lipase activity" 15 4 3.07 167 "0.3694" "0.3694"
"168" "GO:0035064" "methylated histone binding" 15 4 3.07 168 "0.3694" "0.3694"
"169" "GO:0140034" "methylation-dependent protein binding" 15 4 3.07 169 "0.3694" "0.3694"
"170" "GO:1990841" "promoter-specific chromatin binding" 15 4 3.07 170 "0.3694" "0.3694"
"171" "GO:0008194" "UDP-glycosyltransferase activity" 15 4 3.07 171 "0.3694" "0.3694"
"172" "GO:0019887" "protein kinase regulator activity" 38 9 7.78 172 "0.3716" "0.3716"
"173" "GO:0140110" "transcription regulator activity" 277 59 56.7 173 "0.3833" "0.3833"
"174" "GO:0008135" "translation factor activity, RNA binding" 20 5 4.09 174 "0.3908" "0.3908"
"175" "GO:0016651" "oxidoreductase activity, acting on NAD(P..." 20 5 4.09 175 "0.3908" "0.3908"
"176" "GO:0044877" "protein-containing complex binding" 196 42 40.12 176 "0.3938" "0.3938"
"177" "GO:1902936" "phosphatidylinositol bisphosphate bindin..." 11 3 2.25 177 "0.3982" "0.3982"
"178" "GO:0046966" "thyroid hormone receptor binding" 11 3 2.25 178 "0.3982" "0.3982"
"179" "GO:0004693" "cyclin-dependent protein serine/threonin..." 11 3 2.25 179 "0.3982" "0.3982"
"180" "GO:0008201" "heparin binding" 11 3 2.25 180 "0.3982" "0.3982"
"181" "GO:0004860" "protein kinase inhibitor activity" 11 3 2.25 181 "0.3982" "0.3982"
"182" "GO:0001228" "DNA-binding transcription activator acti..." 49 11 10.03 182 "0.4204" "0.4204"
"183" "GO:0051540" "metal cluster binding" 16 4 3.28 183 "0.4207" "0.4207"
"184" "GO:0051536" "iron-sulfur cluster binding" 16 4 3.28 184 "0.4207" "0.4207"
"185" "GO:1901981" "phosphatidylinositol phosphate binding" 16 4 3.28 185 "0.4207" "0.4207"
"186" "GO:0005178" "integrin binding" 16 4 3.28 186 "0.4207" "0.4207"
"187" "GO:0001158" "enhancer sequence-specific DNA binding" 21 5 4.3 187 "0.4356" "0.4356"
"188" "GO:0051287" "NAD binding" 21 5 4.3 188 "0.4356" "0.4356"
"189" "GO:0022834" "ligand-gated channel activity" 7 2 1.43 189 "0.4363" "0.4363"
"190" "GO:0015276" "ligand-gated ion channel activity" 7 2 1.43 190 "0.4363" "0.4363"
"191" "GO:0015035" "protein disulfide oxidoreductase activit..." 7 2 1.43 191 "0.4363" "0.4363"
"192" "GO:0017147" "Wnt-protein binding" 7 2 1.43 192 "0.4363" "0.4363"
"193" "GO:0017056" "structural constituent of nuclear pore" 7 2 1.43 193 "0.4363" "0.4363"
"194" "GO:0051010" "microtubule plus-end binding" 7 2 1.43 194 "0.4363" "0.4363"
"195" "GO:0016776" "phosphotransferase activity, phosphate g..." 7 2 1.43 195 "0.4363" "0.4363"
"196" "GO:0050699" "WW domain binding" 7 2 1.43 196 "0.4363" "0.4363"
"197" "GO:0015631" "tubulin binding" 64 14 13.1 197 "0.4387" "0.4387"
"198" "GO:0052689" "carboxylic ester hydrolase activity" 26 6 5.32 198 "0.4466" "0.4466"
"199" "GO:0097472" "cyclin-dependent protein kinase activity" 12 3 2.46 199 "0.4584" "0.4584"
"200" "GO:0015103" "inorganic anion transmembrane transporte..." 12 3 2.46 200 "0.4584" "0.4584"
