ENCFF837APB	bigBed narrowPeak	peaks and background as input for IDR	ENCSR184MFH	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				ZFP36-human	DNA					False	2014-07-07	ENCODE				1, 3							ENCFF810XCD	11321511	ENCODE Processing Pipeline	6e24cb4d1ea4f41d9b0a9535f3779511		https://www.encodeproject.org/files/ENCFF837APB/@@download/ENCFF837APB.bigBed	GRCh38			released	low read length, low read depth	experiment not submitted to GEO	partially characterized antibody	
ENCFF856KOV	bigBed narrowPeak	peaks	ENCSR000DTY	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2							ENCFF252GQX	4339828	ENCODE Processing Pipeline	449133097cf4dd9b2f50bf11dbc39d04		https://www.encodeproject.org/files/ENCFF856KOV/@@download/ENCFF856KOV.bigBed	GRCh38			released	mild to moderate bottlenecking, low read length, moderate library complexity		insufficient read depth, control insufficient read depth	
ENCFF552FNB	bigBed narrowPeak	peaks	ENCSR000DTY	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1							ENCFF232BQP	4401683	ENCODE Processing Pipeline	e1d4792fce260eced75bfb5799ee6f4f		https://www.encodeproject.org/files/ENCFF552FNB/@@download/ENCFF552FNB.bigBed	GRCh38			released	mild to moderate bottlenecking, low read length, moderate library complexity		insufficient read depth, control insufficient read depth	
ENCFF663PXE	bigBed narrowPeak	peaks	ENCSR000DTY	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1, 2							ENCFF615IFA	935510	ENCODE Processing Pipeline	2e738aca111f83773ff8f026f10d9d8e		https://www.encodeproject.org/files/ENCFF663PXE/@@download/ENCFF663PXE.bigBed	GRCh38			released	mild to moderate bottlenecking, low read length, moderate library complexity		insufficient read depth, control insufficient read depth	
ENCFF134LUG	bigWig	signal p-value	ENCSR000DTY	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1							ENCFF883FFC, ENCFF928PZN	244949800	ENCODE Processing Pipeline	92bdcc0d2a0aaef89cffab41f42bc462		https://www.encodeproject.org/files/ENCFF134LUG/@@download/ENCFF134LUG.bigWig	GRCh38			released	mild to moderate bottlenecking, low read length, moderate library complexity		insufficient read depth, control insufficient read depth	
ENCFF494WBV	bigWig	signal p-value	ENCSR000DTY	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2							ENCFF284GFW, ENCFF883FFC	306729191	ENCODE Processing Pipeline	46f934ac24c70a4de5ddb16bdc7b62c3		https://www.encodeproject.org/files/ENCFF494WBV/@@download/ENCFF494WBV.bigWig	GRCh38			released	mild to moderate bottlenecking, low read length, moderate library complexity		insufficient read depth, control insufficient read depth	
ENCFF440GKD	bigWig	signal p-value	ENCSR000DTY	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1, 2							ENCFF284GFW, ENCFF883FFC, ENCFF928PZN	309425636	ENCODE Processing Pipeline	61febdde6857c17ffa5883b3f10db12a		https://www.encodeproject.org/files/ENCFF440GKD/@@download/ENCFF440GKD.bigWig	GRCh38			released	mild to moderate bottlenecking, low read length, moderate library complexity		insufficient read depth, control insufficient read depth	
ENCFF707MDT	bigWig	fold change over control	ENCSR000DTY	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2							ENCFF284GFW, ENCFF883FFC	144814272	ENCODE Processing Pipeline	e348632b668d207b50919733ec7eb2f7		https://www.encodeproject.org/files/ENCFF707MDT/@@download/ENCFF707MDT.bigWig	GRCh38			released	mild to moderate bottlenecking, low read length, moderate library complexity		insufficient read depth, control insufficient read depth	
ENCFF288GDB	bigWig	fold change over control	ENCSR000DTY	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1							ENCFF883FFC, ENCFF928PZN	130123442	ENCODE Processing Pipeline	eb878de54a17d8c0a51be8f1384109ea		https://www.encodeproject.org/files/ENCFF288GDB/@@download/ENCFF288GDB.bigWig	GRCh38			released	mild to moderate bottlenecking, low read length, moderate library complexity		insufficient read depth, control insufficient read depth	
ENCFF772IJJ	bigWig	fold change over control	ENCSR000DTY	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1, 2							ENCFF284GFW, ENCFF883FFC, ENCFF928PZN	252443231	ENCODE Processing Pipeline	8a16eefa440b956d09acaeab1d05e42c		https://www.encodeproject.org/files/ENCFF772IJJ/@@download/ENCFF772IJJ.bigWig	GRCh38			released	mild to moderate bottlenecking, low read length, moderate library complexity		insufficient read depth, control insufficient read depth	
ENCFF636SHM	bigBed narrowPeak	replicated peaks	ENCSR000DTY	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1, 2							ENCFF549FQX	446049	ENCODE Processing Pipeline	d9dfaec0365d007cf9ef0658b4303047		https://www.encodeproject.org/files/ENCFF636SHM/@@download/ENCFF636SHM.bigBed	GRCh38			released	mild to moderate bottlenecking, low read length, moderate library complexity		insufficient read depth, control insufficient read depth	
ENCFF732SOO	bigWig	fold change over control	ENCSR000AOA	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				CTCF-human	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF144LJX, ENCFF432JPE, ENCFF818YAG	625034115	ENCODE Processing Pipeline	c1c0dac733eb714610db9336a55baad6		https://www.encodeproject.org/files/ENCFF732SOO/@@download/ENCFF732SOO.bigWig	GRCh38			released	mild to moderate bottlenecking, low read length, low read depth, moderate library complexity			
ENCFF592HCJ	bigWig	fold change over control	ENCSR000AOA	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				CTCF-human	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF432JPE, ENCFF610QSE, ENCFF818YAG	535240266	ENCODE Processing Pipeline	1fb423fa2d3e85adb7c625b28383895b		https://www.encodeproject.org/files/ENCFF592HCJ/@@download/ENCFF592HCJ.bigWig	GRCh38			released	mild to moderate bottlenecking, low read length, low read depth, moderate library complexity			
ENCFF349SPV	bigBed narrowPeak	conservative idr thresholded peaks	ENCSR000AOA	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				CTCF-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF533TKY	1277158	ENCODE Processing Pipeline	935b56755c0f22eca199ae29e46dc40e		https://www.encodeproject.org/files/ENCFF349SPV/@@download/ENCFF349SPV.bigBed	GRCh38			released	mild to moderate bottlenecking, low read length, low read depth, moderate library complexity			
ENCFF903IEY	bigBed narrowPeak	peaks and background as input for IDR	ENCSR000AOA	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				CTCF-human	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF862FGB	11100592	ENCODE Processing Pipeline	83c01836e6c22b977039125523047acf		https://www.encodeproject.org/files/ENCFF903IEY/@@download/ENCFF903IEY.bigBed	GRCh38			released	mild to moderate bottlenecking, low read length, low read depth, moderate library complexity			
ENCFF268SUQ	bigWig	signal p-value	ENCSR000AOA	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				CTCF-human	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF432JPE, ENCFF610QSE, ENCFF818YAG	877975960	ENCODE Processing Pipeline	1023746bdb7a4869c26a7c3b4d938fae		https://www.encodeproject.org/files/ENCFF268SUQ/@@download/ENCFF268SUQ.bigWig	GRCh38			released	mild to moderate bottlenecking, low read length, low read depth, moderate library complexity			
ENCFF491DPR	bigWig	signal p-value	ENCSR000AOA	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				CTCF-human	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF144LJX, ENCFF432JPE, ENCFF818YAG	839392182	ENCODE Processing Pipeline	5c70f0a704985d2d132a84d44b345677		https://www.encodeproject.org/files/ENCFF491DPR/@@download/ENCFF491DPR.bigWig	GRCh38			released	mild to moderate bottlenecking, low read length, low read depth, moderate library complexity			
ENCFF204ZDF	bigWig	signal p-value	ENCSR000AOA	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				CTCF-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF144LJX, ENCFF432JPE, ENCFF610QSE, ENCFF818YAG	1069064952	ENCODE Processing Pipeline	a4e04fcc6e5732e088607491a8854f24		https://www.encodeproject.org/files/ENCFF204ZDF/@@download/ENCFF204ZDF.bigWig	GRCh38			released	mild to moderate bottlenecking, low read length, low read depth, moderate library complexity			
ENCFF836JPY	bigWig	fold change over control	ENCSR000AOA	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				CTCF-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF144LJX, ENCFF432JPE, ENCFF610QSE, ENCFF818YAG	930060607	ENCODE Processing Pipeline	413b5e5057bac15b1f8284c67de52bc8		https://www.encodeproject.org/files/ENCFF836JPY/@@download/ENCFF836JPY.bigWig	GRCh38			released	mild to moderate bottlenecking, low read length, low read depth, moderate library complexity			
ENCFF220DSF	bigBed narrowPeak	peaks and background as input for IDR	ENCSR000AOA	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				CTCF-human	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF331BAX	13877546	ENCODE Processing Pipeline	959a3262ff29d7e69d2092e324fd9f34		https://www.encodeproject.org/files/ENCFF220DSF/@@download/ENCFF220DSF.bigBed	GRCh38			released	mild to moderate bottlenecking, low read length, low read depth, moderate library complexity			
ENCFF595VUP	bigBed narrowPeak	peaks and background as input for IDR	ENCSR000AOA	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				CTCF-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF587DOH	13705245	ENCODE Processing Pipeline	479e3167c240ed5f4160870b6522d7e1		https://www.encodeproject.org/files/ENCFF595VUP/@@download/ENCFF595VUP.bigBed	GRCh38			released	mild to moderate bottlenecking, low read length, low read depth, moderate library complexity			
ENCFF502PQB	bigBed narrowPeak	optimal idr thresholded peaks	ENCSR000AOA	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				CTCF-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF502CZS	1278858	ENCODE Processing Pipeline	0547efc401798657708bf95f6e4d4691		https://www.encodeproject.org/files/ENCFF502PQB/@@download/ENCFF502PQB.bigBed	GRCh38			released	mild to moderate bottlenecking, low read length, low read depth, moderate library complexity			
ENCFF065SON	bigWig	signal p-value	ENCSR000ECK	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				MAFK-human	DNA		see document	see document		False	2012-05-14	ENCODE				1							ENCFF161SWW, ENCFF436WVQ	537707807	ENCODE Processing Pipeline	1274d23b83f7f86bcd6cef74233ff47d		https://www.encodeproject.org/files/ENCFF065SON/@@download/ENCFF065SON.bigWig	GRCh38			released	borderline replicate concordance, inconsistent target of control experiment, low read length, low read depth	biological replicates with identical biosample, inconsistent mapped reads lengths		
ENCFF214FYH	bigWig	signal p-value	ENCSR000ECK	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				MAFK-human	DNA		see document	see document		False	2012-05-14	ENCODE				2							ENCFF436WVQ, ENCFF490YHN	469737599	ENCODE Processing Pipeline	cdc0adac795242c6ed12d2bf8ed39ffe		https://www.encodeproject.org/files/ENCFF214FYH/@@download/ENCFF214FYH.bigWig	GRCh38			released	borderline replicate concordance, inconsistent target of control experiment, low read length, low read depth	biological replicates with identical biosample, inconsistent mapped reads lengths		
ENCFF208BXU	bigWig	signal p-value	ENCSR000ECK	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				MAFK-human	DNA		see document	see document		False	2012-05-14	ENCODE				1, 2							ENCFF161SWW, ENCFF436WVQ, ENCFF490YHN	631813327	ENCODE Processing Pipeline	17da74f78a4ac80843c859dc5649a259		https://www.encodeproject.org/files/ENCFF208BXU/@@download/ENCFF208BXU.bigWig	GRCh38			released	borderline replicate concordance, inconsistent target of control experiment, low read length, low read depth	biological replicates with identical biosample, inconsistent mapped reads lengths		
ENCFF587UOL	bigWig	fold change over control	ENCSR000ECK	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				MAFK-human	DNA		see document	see document		False	2012-05-14	ENCODE				2							ENCFF436WVQ, ENCFF490YHN	331446354	ENCODE Processing Pipeline	41799c2f3db1faeb15e4d2fb346e96b6		https://www.encodeproject.org/files/ENCFF587UOL/@@download/ENCFF587UOL.bigWig	GRCh38			released	borderline replicate concordance, inconsistent target of control experiment, low read length, low read depth	biological replicates with identical biosample, inconsistent mapped reads lengths		
ENCFF401GZC	bigWig	fold change over control	ENCSR000ECK	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				MAFK-human	DNA		see document	see document		False	2012-05-14	ENCODE				1							ENCFF161SWW, ENCFF436WVQ	483812921	ENCODE Processing Pipeline	d4f2952a59ae70bdbbc12f6c8059a378		https://www.encodeproject.org/files/ENCFF401GZC/@@download/ENCFF401GZC.bigWig	GRCh38			released	borderline replicate concordance, inconsistent target of control experiment, low read length, low read depth	biological replicates with identical biosample, inconsistent mapped reads lengths		
ENCFF083NFC	bigBed narrowPeak	peaks and background as input for IDR	ENCSR000ECK	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				MAFK-human	DNA		see document	see document		False	2012-05-14	ENCODE				1							ENCFF982XOA	11339149	ENCODE Processing Pipeline	9b95bf844c66d64e0cde354d078274a5		https://www.encodeproject.org/files/ENCFF083NFC/@@download/ENCFF083NFC.bigBed	GRCh38			released	borderline replicate concordance, inconsistent target of control experiment, low read length, low read depth	biological replicates with identical biosample, inconsistent mapped reads lengths		
ENCFF949NBY	bigWig	fold change over control	ENCSR000ECK	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				MAFK-human	DNA		see document	see document		False	2012-05-14	ENCODE				1, 2							ENCFF161SWW, ENCFF436WVQ, ENCFF490YHN	703374452	ENCODE Processing Pipeline	cc264d2037bab712d8c1cf0b88cf5a4b		https://www.encodeproject.org/files/ENCFF949NBY/@@download/ENCFF949NBY.bigWig	GRCh38			released	borderline replicate concordance, inconsistent target of control experiment, low read length, low read depth	biological replicates with identical biosample, inconsistent mapped reads lengths		
ENCFF994SFB	bigBed narrowPeak	peaks and background as input for IDR	ENCSR000ECK	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				MAFK-human	DNA		see document	see document		False	2012-05-14	ENCODE				2							ENCFF254FTP	10746408	ENCODE Processing Pipeline	34285b6b9aa2ac7ac71e22befed4f6c6		https://www.encodeproject.org/files/ENCFF994SFB/@@download/ENCFF994SFB.bigBed	GRCh38			released	borderline replicate concordance, inconsistent target of control experiment, low read length, low read depth	biological replicates with identical biosample, inconsistent mapped reads lengths		
ENCFF535EJU	bigBed narrowPeak	peaks and background as input for IDR	ENCSR000ECK	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				MAFK-human	DNA		see document	see document		False	2012-05-14	ENCODE				1, 2							ENCFF328BUR	8434990	ENCODE Processing Pipeline	a9d5069e731d4d4c30b6a6ec7ad46041		https://www.encodeproject.org/files/ENCFF535EJU/@@download/ENCFF535EJU.bigBed	GRCh38			released	borderline replicate concordance, inconsistent target of control experiment, low read length, low read depth	biological replicates with identical biosample, inconsistent mapped reads lengths		
ENCFF143KQP	bigBed narrowPeak	conservative idr thresholded peaks	ENCSR000ECK	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				MAFK-human	DNA		see document	see document		False	2012-05-14	ENCODE				1, 2							ENCFF314ZCZ	467438	ENCODE Processing Pipeline	b374cf6b8ef17855744c54ede78fb33f		https://www.encodeproject.org/files/ENCFF143KQP/@@download/ENCFF143KQP.bigBed	GRCh38			released	borderline replicate concordance, inconsistent target of control experiment, low read length, low read depth	biological replicates with identical biosample, inconsistent mapped reads lengths		
ENCFF396OTQ	bigBed narrowPeak	optimal idr thresholded peaks	ENCSR000ECK	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				MAFK-human	DNA		see document	see document		False	2012-05-14	ENCODE				1, 2							ENCFF328IZQ	591112	ENCODE Processing Pipeline	d47d07fe9260203266393cf99a054216		https://www.encodeproject.org/files/ENCFF396OTQ/@@download/ENCFF396OTQ.bigBed	GRCh38			released	borderline replicate concordance, inconsistent target of control experiment, low read length, low read depth	biological replicates with identical biosample, inconsistent mapped reads lengths		
ENCFF044PLF	bigWig	signal p-value	ENCSR000ECQ	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				SUPT20H-human	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF390CZH, ENCFF558RNX	280250929	ENCODE Processing Pipeline	00288f75f314abacf5eb87eb7cd7dd05		https://www.encodeproject.org/files/ENCFF044PLF/@@download/ENCFF044PLF.bigWig	GRCh38			released	low read depth, borderline replicate concordance, inconsistent platforms, control low read depth, low read length, moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF013IDD	bigWig	fold change over control	ENCSR000ECQ	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				SUPT20H-human	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF390CZH, ENCFF558RNX	208856438	ENCODE Processing Pipeline	ceb538aad38888c067a6cc0521a87a4f		https://www.encodeproject.org/files/ENCFF013IDD/@@download/ENCFF013IDD.bigWig	GRCh38			released	low read depth, borderline replicate concordance, inconsistent platforms, control low read depth, low read length, moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF233YTC	bigWig	signal p-value	ENCSR000ECQ	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				SUPT20H-human	DNA		see document	see document		False	2011-10-29	ENCODE				2							ENCFF390CZH, ENCFF695PBX	319226662	ENCODE Processing Pipeline	f52a55ea69210fb558299ff5851ad91f		https://www.encodeproject.org/files/ENCFF233YTC/@@download/ENCFF233YTC.bigWig	GRCh38			released	low read depth, borderline replicate concordance, inconsistent platforms, control low read depth, low read length, moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF739AVD	bigWig	signal p-value	ENCSR000ECQ	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				SUPT20H-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF390CZH, ENCFF558RNX, ENCFF695PBX	353577704	ENCODE Processing Pipeline	08114f0b630854b746aa9091ed2f5a77		https://www.encodeproject.org/files/ENCFF739AVD/@@download/ENCFF739AVD.bigWig	GRCh38			released	low read depth, borderline replicate concordance, inconsistent platforms, control low read depth, low read length, moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF859EUD	bigWig	fold change over control	ENCSR000ECQ	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				SUPT20H-human	DNA		see document	see document		False	2011-10-29	ENCODE				2							ENCFF390CZH, ENCFF695PBX	268276715	ENCODE Processing Pipeline	c1c6bfc122c2bf2199dee787ec199152		https://www.encodeproject.org/files/ENCFF859EUD/@@download/ENCFF859EUD.bigWig	GRCh38			released	low read depth, borderline replicate concordance, inconsistent platforms, control low read depth, low read length, moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF511MPF	bigBed narrowPeak	peaks and background as input for IDR	ENCSR000ECQ	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				SUPT20H-human	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF732ODU	7083989	ENCODE Processing Pipeline	9145390be53d640789642c712f82748e		https://www.encodeproject.org/files/ENCFF511MPF/@@download/ENCFF511MPF.bigBed	GRCh38			released	low read depth, borderline replicate concordance, inconsistent platforms, control low read depth, low read length, moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF703ZFU	bigWig	fold change over control	ENCSR000ECQ	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				SUPT20H-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF390CZH, ENCFF558RNX, ENCFF695PBX	423789748	ENCODE Processing Pipeline	9db737cad112beecfbf8bde23e9068fe		https://www.encodeproject.org/files/ENCFF703ZFU/@@download/ENCFF703ZFU.bigWig	GRCh38			released	low read depth, borderline replicate concordance, inconsistent platforms, control low read depth, low read length, moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF004MGF	bigBed narrowPeak	peaks and background as input for IDR	ENCSR000ECQ	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				SUPT20H-human	DNA		see document	see document		False	2011-10-29	ENCODE				2							ENCFF679MJG	9700538	ENCODE Processing Pipeline	4bdfedca28f1b95f050dc7cd5028ff57		https://www.encodeproject.org/files/ENCFF004MGF/@@download/ENCFF004MGF.bigBed	GRCh38			released	low read depth, borderline replicate concordance, inconsistent platforms, control low read depth, low read length, moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF970SAI	bigBed narrowPeak	peaks and background as input for IDR	ENCSR000ECQ	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				SUPT20H-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF662GLP	10208662	ENCODE Processing Pipeline	06e85c9456101b5b4bb25652d685f4dc		https://www.encodeproject.org/files/ENCFF970SAI/@@download/ENCFF970SAI.bigBed	GRCh38			released	low read depth, borderline replicate concordance, inconsistent platforms, control low read depth, low read length, moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF582PXF	bigBed narrowPeak	optimal idr thresholded peaks	ENCSR000ECQ	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				SUPT20H-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF044DFE	79548	ENCODE Processing Pipeline	732fc8edef6e26386a57899df53fc615		https://www.encodeproject.org/files/ENCFF582PXF/@@download/ENCFF582PXF.bigBed	GRCh38			released	low read depth, borderline replicate concordance, inconsistent platforms, control low read depth, low read length, moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample		
