geneID	geneName	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000121644	DESI2	2291.71504912744	0.298507647184412	0.0621743963613987	4.80113462540574	1.57769155876549e-06	0.000352283257089507
ENSG00000276045	ORAI1	364.155428372831	-0.77245757637996	0.161441415672798	-4.7847547245593	1.71196260895167e-06	0.000376196989814714
ENSG00000170144	HNRNPA3	4874.0479108558	-0.351724843902424	0.0743847564588559	-4.72845325637346	2.26236695002284e-06	0.00048184935470948
ENSG00000139508	SLC46A3	303.610877289517	0.583611117427034	0.123590809790932	4.72212390560656	2.33394413558426e-06	0.000489562463833765
ENSG00000104231	ZFAND1	1870.27618785167	0.349807470934881	0.0744446256677194	4.69889488727141	2.61573028083378e-06	0.000517316714398041
ENSG00000005007	UPF1	6156.38352310865	-0.291080569539504	0.0624437720131634	-4.66148280533314	3.13939300354236e-06	0.000603322630647586
ENSG00000123552	USP45	861.192832012704	0.399799751934704	0.0861919862335458	4.63847939240438	3.50981923523775e-06	0.000656620776927451
ENSG00000182484	WASH6P	1357.51313404276	-0.405008577012014	0.0877904640740567	-4.61335500710378	3.96220694968281e-06	0.000731370573485452
ENSG00000167193	CRK	3187.63008661244	-0.357015069634643	0.0778938821971049	-4.58335185722599	4.57581101509296e-06	0.000833520101222986
ENSG00000168333	C8orf22	971.408903837312	0.541715168314424	0.118520779914325	4.570634522537	4.86249665965044e-06	0.000852106376660768
ENSG00000198176	TFDP1	3194.85374331159	-0.373930966078153	0.0831456105336685	-4.49730254764003	6.88210238588868e-06	0.00117624475839806
ENSG00000119508	NR4A3	1063.29625674981	-0.406594773445505	0.0906709919060444	-4.48428725547448	7.31580542149972e-06	0.00123452188573745
ENSG00000113328	CCNG1	6529.65016353739	0.325042073782078	0.0726287425505943	4.47539173014938	7.62713419823243e-06	0.00124223583341564
ENSG00000102312	PORCN	402.584543196154	0.604891901288841	0.136165215608313	4.44233792445822	8.89866586241137e-06	0.00141601299079567
ENSG00000151229	SLC2A13	5948.04681001788	0.358775703915838	0.0809336122298365	4.43296294371468	9.29468458480709e-06	0.00146222287945533
ENSG00000085276	MECOM	1084.09564111464	-0.446867646301155	0.100917031199852	-4.42806968247209	9.50801866592354e-06	0.00147897764506793
ENSG00000181264	TMEM136	872.831450178433	0.436735252352163	0.0988367147343713	4.41875525229578	9.92709882933033e-06	0.00152344598634567
ENSG00000080986	NDC80	1989.16281522752	-0.32075040353162	0.0727285990456622	-4.410237619595	1.03257250351517e-05	0.00152515365147999
ENSG00000283589	GOLGA8N	521.533499240767	0.492434497517107	0.111627945786615	4.41139083987475	1.02708731028123e-05	0.00152515365147999
ENSG00000076770	MBNL3	2876.79070698628	-0.293805688763928	0.0666285021873306	-4.40960968832638	1.03557095665356e-05	0.00152515365147999
ENSG00000175305	CCNE2	764.70522436403	-0.447177855675054	0.101515948440229	-4.40500101260785	1.05783383725465e-05	0.00154154227820562
ENSG00000105854	PON2	5112.51157137173	0.291710127681343	0.0663949146061944	4.39356130528298	1.11508724890184e-05	0.00159147091482444
ENSG00000160310	PRMT2	1055.12954859725	-0.350153130997131	0.0797966621986912	-4.38806738714535	1.14362344946648e-05	0.00161554316677694
ENSG00000169221	TBC1D10B	1388.59566901328	-0.298205496652658	0.0681440572436415	-4.37610422265374	1.20819261338639e-05	0.00168951702421426
ENSG00000135919	SERPINE2	598.553614628944	0.495097239122616	0.113203600578823	4.37351141298622	1.22263849801555e-05	0.00169262073665272
ENSG00000272333	KMT2B	1030.30193198323	-0.383906303569094	0.0879146037542854	-4.36680923503998	1.26074747599128e-05	0.00171115569192386
ENSG00000152620	NADK2	5549.06062854704	0.211378177641453	0.0485119321180254	4.35724095934145	1.31712239809999e-05	0.00175329254608618
ENSG00000129128	SPCS3	9260.2151284483	0.533491863258764	0.122520606595599	4.35430315016029	1.33490871780975e-05	0.00176004536089125
ENSG00000102531	FNDC3A	7805.89143930769	0.25412137343917	0.0584040165212859	4.35109412974282	1.35459879498279e-05	0.00176915714318318
ENSG00000109805	NCAPG	4943.1384153153	-0.310688147500612	0.0716006102534407	-4.33918295390063	1.43013427201546e-05	0.00178581421638813
ENSG00000146918	NCAPG2	4428.38859135779	-0.229404218873029	0.05315851940389	-4.31547419765499	1.59260654548222e-05	0.00192649878270907
ENSG00000176102	CSTF3	2583.37306910565	-0.295783042908199	0.0688088214006129	-4.29862097457121	1.71864086804467e-05	0.002051108980794
ENSG00000282458	WASH5P	5416.67231352771	-0.410502868367158	0.0955588070583778	-4.29581407516293	1.74053417734529e-05	0.00205948334625369
ENSG00000175137	SH3BP5L	1410.40852204669	-0.324167541465302	0.0755843400564951	-4.28881883764553	1.79625806509517e-05	0.002107406496032
ENSG00000163428	LRRC58	4604.67992399283	-0.211457046283851	0.0493495219062383	-4.28488540751437	1.82833401760271e-05	0.00211947178321269
ENSG00000136868	SLC31A1	2707.64820941166	0.27514031687249	0.0642278789956887	4.2838144614889	1.83716132610172e-05	0.00211947178321269
ENSG00000117305	HMGCL	680.155221635714	0.355773096960513	0.0831358278151671	4.27941967152225	1.87381249968777e-05	0.00214388927650228
ENSG00000158104	HPD	4994.20579067089	0.391574654202081	0.0915753890072045	4.27598133567606	1.90297166909978e-05	0.00215940490057519
ENSG00000114735	HEMK1	1715.66613631217	0.432524800617343	0.101412194601453	4.26501765706927	1.99886393505277e-05	0.00223163486426376
ENSG00000134202	GSTM3	5939.81767915042	0.50968079006963	0.119562313769946	4.26288831320483	2.0180139542081e-05	0.00223499081456456
ENSG00000093000	NUP50	3675.29432499436	-0.270028971582075	0.0635900801789637	-4.24640086664655	2.17231827958713e-05	0.0023497114086463
ENSG00000013563	DNASE1L1	1688.17413709795	0.508148734648522	0.1196663214723	4.24638050536339	2.17251560464263e-05	0.0023497114086463
ENSG00000130177	CDC16	1631.02924724445	-0.291512858588819	0.0692838346530262	-4.20751622725152	2.58192868059745e-05	0.00272856646215199
ENSG00000011426	ANLN	10313.3225051081	-0.362839910193267	0.0865294730246621	-4.1932522816804	2.74983334122955e-05	0.00288399187696833
ENSG00000117153	KLHL12	2210.98581421036	0.332438963259707	0.0793172857466349	4.1912549090702	2.77415760559266e-05	0.00288762690915976
ENSG00000101557	USP14	2166.56435754654	-0.29896492271251	0.0715268993679718	-4.17975510408298	2.91823190405664e-05	0.00301492555819105
ENSG00000169045	HNRNPH1	27593.4798751453	-0.236374483696429	0.0566518562180791	-4.17240492150009	3.01401384275844e-05	0.00309081538067762
ENSG00000166025	AMOTL1	5024.02645345851	-0.269895071267415	0.0653069830760429	-4.13271381642529	3.58504998670184e-05	0.00362273226393433
ENSG00000186897	C1QL4	597.030981994319	0.528449926058525	0.128012148636542	4.12812324210667	3.65736087674721e-05	0.00366902202736872
ENSG00000120820	GLT8D2	638.095604932534	0.380827157046592	0.0925845092933615	4.11329238501346	3.90055842481757e-05	0.00385709505951246
ENSG00000160298	C21orf58	1118.45945337419	-0.331454565769078	0.0808245030144584	-4.10091684337094	4.11516431829005e-05	0.00404044927818492
ENSG00000100288	CHKB	825.914067907199	-0.347860529794559	0.0855490242885563	-4.06621270888173	4.77833259074361e-05	0.00453090660179826
ENSG00000120725	SIL1	3630.13838150609	0.287893511029725	0.0707953625999778	4.06655888827689	4.77124327161497e-05	0.00453090660179826
ENSG00000196954	CASP4	941.084235805542	0.351373409198345	0.0866343183150924	4.05582240423923	4.99582090588446e-05	0.00462294693876651
ENSG00000089280	FUS	2873.8984898264	-0.367734557442446	0.0907117318312637	-4.05388090403216	5.03748695160961e-05	0.00462294693876651
ENSG00000087338	GMCL1	1300.32558379741	0.348649629926806	0.0859018788693065	4.05869620683445	4.93474612707715e-05	0.00462294693876651
ENSG00000153029	MR1	982.530824446265	0.390573763874354	0.0965803974555621	4.0440272991635	5.25407975205748e-05	0.00475408366584861
ENSG00000187189	TSPYL4	675.319011121054	0.346952530432051	0.085787531006741	4.04432353234164	5.24744150188189e-05	0.00475408366584861
ENSG00000106733	NMRK1	256.140662555061	0.521998366506048	0.129257965367901	4.03842320293613	5.38117047805602e-05	0.00483746260377971
ENSG00000141447	OSBPL1A	1935.5455364755	0.310407530151864	0.0769425964135462	4.03427418128062	5.47713343573045e-05	0.00489196356672596
ENSG00000113368	LMNB1	6795.44837852266	-0.327923548129561	0.0813568046925377	-4.03068371931326	5.56148386880352e-05	0.00493546042818692
ENSG00000100814	CCNB1IP1	1642.23884134953	0.234406570385283	0.0586318974488343	3.99793594587041	6.38972358593419e-05	0.00552870833272956
ENSG00000203880	PCMTD2	1105.6206015726	-0.373194931740468	0.0935019704788817	-3.99130552895415	6.57105597983701e-05	0.00565029186241389
ENSG00000149503	INCENP	5005.29114695405	-0.270344812467924	0.0678777221412213	-3.9828209306356	6.81020688445968e-05	0.00581978420422592
ENSG00000186185	KIF18B	1193.57108964775	-0.34248561929226	0.0862105981183486	-3.97266260491663	7.10736866139638e-05	0.0060364669784277
ENSG00000149328	GLB1L2	1823.19451945961	-0.36214388820111	0.0915210339910573	-3.95694707990838	7.59137400189117e-05	0.00636939282922311
ENSG00000145730	PAM	4770.38862471339	0.336928983213095	0.0855488029963815	3.9384418181438	8.20124751267358e-05	0.00675821848603887
ENSG00000172785	CBWD1	4769.19383116096	-0.280689686887175	0.0712481458467804	-3.93960689855425	8.16152299415556e-05	0.00675821848603887
ENSG00000167733	HSD11B1L	142.625715327944	0.71760381099545	0.182727217677521	3.92718621843125	8.59454377790103e-05	0.00695806222580479
ENSG00000115919	KYNU	15672.1745757308	0.256026540198191	0.0652340594937082	3.92473720300796	8.68244696945454e-05	0.00696936691603378
ENSG00000159307	SCUBE1	708.530403465271	0.636617859764981	0.162517912040844	3.91721658105591	8.95772646630788e-05	0.00712705547123944
ENSG00000175029	CTBP2	3128.38467875633	-0.348238482041571	0.0892144141634727	-3.90338809380594	9.48554183652656e-05	0.00746124097641328
ENSG00000087502	ERGIC2	4064.25466802287	-0.352299305016942	0.0906535868248489	-3.88621473629738	0.000101819447523358	0.00787479570677858
ENSG00000278788	SBNO2	884.079173525629	-0.448426950966397	0.115750986548741	-3.87406590938704	0.000107034444527513	0.00818665663004912
ENSG00000102316	MAGED2	4478.17292640094	0.330652591778806	0.0853894647802722	3.87228790612114	0.000107818486334489	0.00820131387260806
ENSG00000170275	CRTAP	10275.599778612	0.324485423833014	0.0838446588699013	3.87007864551642	0.00010880024936263	0.00823076859112701
ENSG00000117500	TMED5	4435.9294751129	-0.443111422140263	0.114905164338704	-3.85632294849787	0.000115105398178524	0.00866043006730154
ENSG00000153982	GDPD1	552.366444323971	0.500305637353529	0.129945756880639	3.85011138003591	0.000118064122978482	0.00883502550548165
ENSG00000110906	KCTD10	1039.62854275051	-0.412927050030315	0.107814706963385	-3.82996959932888	0.000128159091035064	0.00943741732068844
ENSG00000226232	RP11-419C5.2	288.354615513933	0.435825449903628	0.114567659974341	3.80408790754074	0.000142327633860013	0.0102624154331147
ENSG00000173692	PSMD1	5663.71117883324	-0.255098161882785	0.0671110735950187	-3.80113367612285	0.00014403556525112	0.0103317531882721
ENSG00000184640	SEPT9	6276.60721847864	-0.22769131509479	0.0599477072591709	-3.79816552633807	0.000145770967279912	0.0103489911334518
ENSG00000168679	SLC16A4	1175.30756297916	0.282423832878762	0.0744216760378968	3.79491363154664	0.000147694861340398	0.010432079899982
ENSG00000102172	SMS	8233.52293838868	0.311685403522465	0.0823187241147649	3.78632451941223	0.000152891977579455	0.0107443479066496
ENSG00000185261	KIAA0825	1507.2273811267	-0.290366861718123	0.0767894921798391	-3.78133587650366	0.000155989046524638	0.0108518209049603
ENSG00000197763	TXNRD3	488.391596301453	0.430237620359346	0.113941920825156	3.77593792735465	0.000159406688125475	0.0110341309520454
ENSG00000213420	GPC2	336.484134325199	0.530135251693802	0.140680268854029	3.76836962292042	0.000164317270305203	0.011317454179628
ENSG00000174456	C12orf76	800.401510297268	0.285186492733817	0.075711328686182	3.76676116616437	0.000165379070782078	0.0113341973064707
ENSG00000172037	LAMB2	4939.18144747758	0.314442103620749	0.0837440775023332	3.7547981063137	0.000173481258554064	0.0117886467047294
ENSG00000149927	DOC2A	1574.02727851901	0.29364500316534	0.0784595436776302	3.74262950561949	0.000182104626994237	0.0122749984771068
ENSG00000105404	RABAC1	2031.04066509187	0.481746308473038	0.128849664967798	3.73882468839509	0.000184882596066041	0.0123154610584428
ENSG00000179085	DPM3	1907.83565402822	0.56660521091307	0.151833502865368	3.73175353410296	0.000190151499539778	0.0124761012304677
ENSG00000203705	TATDN3	806.568390021631	0.441256855528501	0.118343731363697	3.72860353855515	0.000192543797392102	0.012573473259888
ENSG00000220205	VAMP2	334.292523752366	-0.572898186970988	0.153827667046038	-3.72428574113089	0.000195868979780921	0.0127305641130849
ENSG00000156253	RWDD2B	865.998221734415	0.367639450380916	0.0988675408827338	3.71850505331138	0.000200405284039171	0.0129645362254125
ENSG00000116560	SFPQ	18065.8336363328	-0.175530868829497	0.0473889143603684	-3.70404916843366	0.000212185103326036	0.0134313746296801
ENSG00000164252	AGGF1	2164.64791235356	-0.294560085363728	0.0795311772254358	-3.70370583763371	0.000212472626690259	0.0134313746296801
ENSG00000120708	TGFBI	1096.21987635722	0.580880604429815	0.156724321147451	3.70638456224867	0.000210238995592736	0.0134313746296801
ENSG00000160285	LSS	4069.12882431432	-0.278758061196981	0.0754075423426849	-3.69668673101933	0.000218431608655319	0.0137453054101102
ENSG00000070404	FSTL3	7271.58573137907	-0.381494585952113	0.10333319274493	-3.69188811279454	0.000222595392712575	0.0139094161940974
ENSG00000169504	CLIC4	7877.93784053899	0.269416853770515	0.0731695435521872	3.6820901250854	0.000231329597907781	0.0140461708484005
ENSG00000172977	KAT5	1157.07242513472	0.289146484880846	0.0784402454127282	3.68620066599036	0.000227626892450562	0.0140461708484005
ENSG00000111275	ALDH2	875.614147551796	0.367746615529455	0.0998257383707637	3.68388575462977	0.000229705226015416	0.0140461708484005
ENSG00000104763	ASAH1	6209.69574166096	0.405887054768942	0.11020206688335	3.68311653536025	0.000230399766156026	0.0140461708484005
ENSG00000120875	DUSP4	921.235814578365	0.324029906764413	0.0879956830182524	3.68233867446885	0.000231104112810871	0.0140461708484005
ENSG00000065054	SLC9A3R2	1660.30118362627	-0.327026554899017	0.0888895418042922	-3.67902171910201	0.000234130330725493	0.0141043430366784
ENSG00000243989	ACY1	1173.7376350054	0.401896868394914	0.109246449020245	3.67880944414436	0.00023432525992748	0.0141043430366784
ENSG00000196141	SPATS2L	849.406725971756	-0.380825977205774	0.103598614861189	-3.67597556894019	0.000236942199147763	0.0141176929502457
ENSG00000187609	EXD3	498.902863008804	0.394225399277641	0.107288128102093	3.67445500496107	0.000238357642398536	0.0141176929502457
ENSG00000102034	ELF4	537.605907504464	-0.343876363611329	0.0936207519763231	-3.67307841853584	0.000239645900267823	0.0141176929502457
ENSG00000119139	TJP2	1489.28852618681	-0.408847899230858	0.111434057780764	-3.66896716653024	0.000243532350280156	0.0142255774568712
ENSG00000155893	PXYLP1	1460.60652185153	0.269749009027206	0.0735909287236875	3.66551983655533	0.000246836676718831	0.0143580124054433
ENSG00000090006	LTBP4	1652.04013785758	0.321245587242693	0.0876982076340754	3.66308041987704	0.000249200258653308	0.0144348467815749
ENSG00000141551	CSNK1D	2029.77404638213	-0.348598396613662	0.0952231918162505	-3.66085603690267	0.000251373979541598	0.0144399227086053
ENSG00000116016	EPAS1	3973.08649026212	0.191561362028612	0.0523219037252451	3.6612077999789	0.000251029048503854	0.0144399227086053
ENSG00000133943	C14orf159	514.37380944372	0.331678843473243	0.0908588325754222	3.65048541866213	0.000261745169178937	0.0148508201725951
ENSG00000149380	P4HA3	655.427294509801	0.337717894380028	0.0926564163481954	3.64484088302003	0.000267557286696509	0.0150571669797824
ENSG00000068078	FGFR3	1102.57441950645	-0.406621835561212	0.111679247979198	-3.64097934861587	0.000271602924086366	0.0152229590325978
ENSG00000015171	ZMYND11	1234.4463191235	-0.294295805366173	0.0809633316361158	-3.63492706412905	0.000278059290181479	0.0155219871502919
ENSG00000070814	TCOF1	4441.93526766982	-0.287334684736441	0.0792917433550291	-3.62376550922709	0.000290344857073677	0.016078136805312
ENSG00000181929	PRKAG1	3087.39011068106	0.255780806324634	0.0706700869381706	3.61936453464981	0.000295327363740571	0.0160965040300176
ENSG00000150540	HNMT	574.33472488578	0.371423661359895	0.102608849442329	3.61980144381846	0.000294829165118984	0.0160965040300176
ENSG00000163322	FAM175A	502.032430092608	0.429108752188324	0.118532290038846	3.62018444128342	0.000294393088517887	0.0160965040300176
ENSG00000128683	GAD1	282.294045163969	0.41924278199024	0.11609082293162	3.61133439666616	0.000304625576354012	0.0164094804632099
ENSG00000149932	TMEM219	1340.43717744972	0.400707166015492	0.110993746922923	3.61017784446679	0.000305987132204308	0.0164189374350249
ENSG00000101868	POLA1	7558.8460179965	-0.181002689256327	0.050221261746418	-3.60410477479167	0.000313230689036397	0.0166783294577688
ENSG00000167646	DNAAF3	230.746041051681	0.535521307988494	0.14873193267484	3.60058057713309	0.000317507409814449	0.016776994585768
ENSG00000154124	OTULIN	4838.75271296475	-0.260556583408898	0.0724641227045326	-3.59566325630269	0.000323566133313247	0.0169981671294484
ENSG00000106462	EZH2	3723.22754199227	-0.208622257960925	0.0580280801445033	-3.59519490290576	0.000324148809749667	0.0169981671294484
ENSG00000152953	STK32B	336.243531369806	0.414925926021709	0.115720608175966	3.58558369647322	0.000336325113970944	0.0175701316143915
ENSG00000156504	FAM122B	1308.85620529384	0.347268953087776	0.0970688996482366	3.57755114507559	0.000346828370340065	0.0179160147723428
ENSG00000168461	RAB31	1943.00294043965	0.375804091336218	0.10515667125569	3.57375415985207	0.000351899342009302	0.0181103884415494
ENSG00000170632	ARMC10	1242.04277897198	0.268065967764017	0.0751525334491371	3.56695849708704	0.000361148652013646	0.0184492322453023
ENSG00000107566	ERLIN1	3709.43278210827	0.465005747805487	0.130726535453839	3.55708767306609	0.000374989033082889	0.0185666295544685
ENSG00000119950	MXI1	1166.55898588269	0.254255151510816	0.071440036963662	3.55900083926528	0.000372268342318318	0.0185666295544685
ENSG00000171298	GAA	3411.04388925776	0.323751759727308	0.0909925672246908	3.55800225888624	0.000373686100875942	0.0185666295544685
ENSG00000125967	NECAB3	2076.35667818798	-0.243899557031864	0.0684923953178714	-3.56097280435197	0.000369483355100998	0.0185666295544685
ENSG00000120253	NUP43	2173.65710248066	-0.2803287192288	0.078681525241653	-3.56282772058412	0.000366881464333179	0.0185666295544685
ENSG00000075624	ACTB	1674.50224223399	-0.468551577500937	0.131658194278951	-3.55884857807023	0.000372484193421149	0.0185666295544685
ENSG00000169635	HIC2	275.687868401919	-0.414308036997744	0.1167400002009	-3.54898095155692	0.00038672505463592	0.0189180977257232
ENSG00000214076	CPSF1P1	226.60090329484	0.426172507911609	0.120252464497669	3.54398148671516	0.000394132920126442	0.0192125920641918
ENSG00000143643	TTC13	1614.73860530475	0.293058660820896	0.082730069807708	3.54234755877834	0.000396582568974875	0.0192641722276778
ENSG00000170633	RNF34	1362.24516521487	-0.211977571460905	0.059975086401872	-3.5344271126267	0.000408660128021266	0.0194415491832523
ENSG00000156983	BRPF1	1625.1693697054	-0.275858676421662	0.0780446717320193	-3.53462536646797	0.000408353671983395	0.0194415491832523
ENSG00000135164	DMTF1	2869.86812253121	-0.385458186286162	0.109046769777854	-3.53479692311294	0.00040808865709546	0.0194415491832523
ENSG00000147535	PLPP5	916.144570235545	0.2980761903208	0.0843029165902328	3.53577553869986	0.000406579994371051	0.0194415491832523
ENSG00000198715	GLMP	3594.39876247802	0.324151862935666	0.0917647153234089	3.53242378394843	0.000411768901547371	0.0195223584692528
ENSG00000172830	SSH3	1402.20350555652	-0.341827879759673	0.0969016266801208	-3.52757627989127	0.000419382903999627	0.0196146517667934
ENSG00000221963	APOL6	2352.71599420127	0.332586368455285	0.0942526113978358	3.5286700657179	0.000417653489607273	0.0196146517667934
ENSG00000090889	KIF4A	2895.76001630117	-0.293328787256616	0.0831484623465227	-3.52777163856817	0.000419073527369956	0.0196146517667934
ENSG00000138834	MAPK8IP3	1625.96728698518	-0.367234558678311	0.104315831125575	-3.52041060993162	0.000430879201385083	0.0200844837170878
ENSG00000179604	CDC42EP4	1892.49585968517	-0.271341671720644	0.0772467932429204	-3.51265936525478	0.00044364585588256	0.0204727774294605
ENSG00000213903	LTB4R	190.881653139447	0.504203509730274	0.143634249988801	3.51032925482318	0.000447552137806029	0.0205844245707198
ENSG00000123473	STIL	1800.07976712992	-0.317752075961171	0.0906574641333696	-3.5049742345949	0.000456651474613871	0.020933387465412
ENSG00000171867	PRNP	4527.78845340629	0.372066763155421	0.106532920167489	3.49250506388509	0.000478512522918283	0.0217197618599368
ENSG00000234704	BRD2	4047.91447187772	-0.237677741841101	0.0682180683304778	-3.4840878327086	0.000493817403580602	0.0221977044242667
ENSG00000148840	PPRC1	2339.85356539588	-0.227006232742722	0.0652090478795235	-3.4812075950277	0.000499158457744561	0.0223635912265881
ENSG00000156802	ATAD2	13078.6833141354	-0.187924494309367	0.0541211188294949	-3.47229507396938	0.000516028811247472	0.0229181272367653
ENSG00000006757	PNPLA4	392.749183133267	0.49273611434079	0.141915082743523	3.47204895219835	0.000516502145179917	0.0229181272367653
ENSG00000153885	KCTD15	1225.28720098112	-0.29612110403952	0.0855181675864931	-3.46266895557628	0.000534846000896507	0.0234906364285424
ENSG00000151151	IPMK	796.388951624338	-0.267153610268067	0.0772090793108155	-3.46013205509943	0.000539910540282975	0.0235789322387303
ENSG00000186399	GOLGA8R	241.352762494449	0.487260813436296	0.140974957168621	3.45636433039296	0.000547514745562801	0.0238358306212938
ENSG00000087448	KLHL42	1074.8678914595	-0.273238536912355	0.0791598869857231	-3.45172974996333	0.000557005317741384	0.0241729831310712
ENSG00000169062	UPF3A	1743.22279130438	-0.232580548807846	0.0674738761217043	-3.44697180859056	0.000566907735017083	0.0245044224324387
ENSG00000107957	SH3PXD2A	5312.84758745952	-0.209967196539723	0.0610559702494053	-3.43892981606935	0.000584018621629318	0.0251091732852058
ENSG00000145332	KLHL8	1095.38667630687	0.281003760839925	0.0818549655965909	3.43294702760987	0.000597058736680734	0.0254328650787941
ENSG00000158615	PPP1R15B	21800.6028894198	0.298686759663875	0.0871091654884616	3.42887867182516	0.000606080400691299	0.025581027643812
ENSG00000128346	C22orf23	230.880234379937	0.460125132886948	0.134153215358387	3.42984796642953	0.000603919529917954	0.025581027643812
